maoriName,totalRecords,species,decimalLatitude,decimalLongitude,stateProvince,year,month,day
Kea,14881,Nestor notabilis,-42.888036,171.556548,West Coast,2026,1,23
Kea,14881,Nestor notabilis,-42.93692,171.560407,Canterbury,2026,1,21
Kea,14881,Nestor notabilis,-44.004665,168.578501,West Coast,2026,1,6
Kea,14881,Nestor notabilis,-44.759897,167.964068,Southland,2026,1,13
Kea,14881,Nestor notabilis,-44.81523,168.119606,Southland,2026,1,14
Kea,14881,Nestor notabilis,-45.382867,167.596572,Southland,2026,1,8
Kea,14881,Nestor notabilis,-42.953762,171.568388,Canterbury,2026,1,19
Kea,14881,Nestor notabilis,-42.888334,171.556727,West Coast,2026,1,24
Kea,14881,Nestor notabilis,-44.824938,168.117889,Southland,2026,1,11
Kea,14881,Nestor notabilis,-42.939234,171.561399,Canterbury,2026,1,19
Kea,14881,Nestor notabilis,-44.761775,167.973244,Southland,2026,1,23
Kea,14881,Nestor notabilis,-42.938033,171.561142,Canterbury,2026,1,21
Kea,14881,Nestor notabilis,-42.939287,171.56195,Canterbury,2026,1,16
Kea,14881,Nestor notabilis,-45.741634,167.380443,Southland,2026,1,16
Kea,14881,Nestor notabilis,-44.765175,167.992167,Southland,2026,1,23
Kea,14881,Nestor notabilis,-44.764787,167.995267,Southland,2026,1,6
Kea,14881,Nestor notabilis,-43.387805,170.182878,West Coast,2026,1,15
Kea,14881,Nestor notabilis,-44.779314,168.010111,Southland,2026,1,23
Kea,14881,Nestor notabilis,-44.167548,168.418121,West Coast,2026,1,24
Kea,14881,Nestor notabilis,-42.943158,171.536147,Canterbury,2026,1,19
Kea,14881,Nestor notabilis,-43.220762,170.16385,West Coast,2026,1,1
Kea,14881,Nestor notabilis,-44.759931,167.968715,Southland,2026,1,13
Kea,14881,Nestor notabilis,-44.802492,167.764803,Southland,2026,1,4
Kea,14881,Nestor notabilis,-42.942384,171.56328,Canterbury,2026,1,12
Kea,14881,Nestor notabilis,-44.76854,168.002995,Southland,2026,1,5
Kea,14881,Nestor notabilis,-43.221088,170.165267,West Coast,2026,1,1
Kea,14881,Nestor notabilis,-44.765175,167.992167,Southland,2026,1,23
Kea,14881,Nestor notabilis,-44.76458,167.995696,Southland,2026,1,9
Kea,14881,Nestor notabilis,-43.221528,170.16342,West Coast,2026,1,4
Kea,14881,Nestor notabilis,-44.801232,168.021463,Southland,2026,1,14
Kea,14881,Nestor notabilis,-42.895742,171.543647,West Coast,2026,1,12
Kea,14881,Nestor notabilis,-43.221528,170.16342,West Coast,2026,1,4
Kea,14881,Nestor notabilis,-43.221528,170.16342,West Coast,2026,1,4
Kea,14881,Nestor notabilis,-44.825237,168.117225,Southland,2026,1,2
Kea,14881,Nestor notabilis,-44.726611,168.201179,Otago,2026,1,18
Kea,14881,Nestor notabilis,-44.802458,167.764932,Southland,2026,1,4
Kea,14881,Nestor notabilis,-42.945468,171.564819,Canterbury,2026,1,14
Kea,14881,Nestor notabilis,-42.901303,171.557238,West Coast,2026,1,12
Kea,14881,Nestor notabilis,-45.785534,167.400054,Southland,2026,1,8
Kea,14881,Nestor notabilis,-44.821438,168.317822,Otago,2026,1,18
Kea,14881,Nestor notabilis,-44.670277,167.933793,Southland,2026,1,14
Kea,14881,Nestor notabilis,-42.020346,172.749866,Nelson,2026,1,24
Kea,14881,Nestor notabilis,-42.939261,171.561526,Canterbury,2026,1,30
Kea,14881,Nestor notabilis,-42.939147,171.561422,Canterbury,2026,1,9
Kea,14881,Nestor notabilis,-42.941545,171.562897,Canterbury,2026,1,31
Kea,14881,Nestor notabilis,-42.88826,171.556595,West Coast,2026,1,27
Kea,14881,Nestor notabilis,-44.764655,167.997453,Southland,2026,1,30
Kea,14881,Nestor notabilis,-44.809242,167.770227,Southland,2026,1,24
Kea,14881,Nestor notabilis,-42.899554,171.558422,Canterbury,2026,1,2
Kea,14881,Nestor notabilis,-42.938667,171.56134,Canterbury,2026,1,2
Kea,14881,Nestor notabilis,-42.89933,171.554459,Canterbury,2026,1,2
Kea,14881,Nestor notabilis,-42.888054,171.556381,West Coast,2026,1,20
Kea,14881,Nestor notabilis,-42.938982,171.561618,Canterbury,2026,1,7
Kea,14881,Nestor notabilis,-44.801159,168.02134,Southland,2026,1,12
Kea,14881,Nestor notabilis,-42.887207,171.528397,West Coast,2026,1,5
Kea,14881,Nestor notabilis,-42.942513,171.563263,Canterbury,2026,2,2
Kea,14881,Nestor notabilis,-44.768312,168.002839,Southland,2026,2,1
Kea,14881,Nestor notabilis,-44.768312,168.002839,Southland,2026,2,1
Kea,14881,Nestor notabilis,-44.766955,168.002619,Southland,2026,2,1
Kea,14881,Nestor notabilis,-42.939144,171.561422,Canterbury,2026,2,4
Kea,14881,Nestor notabilis,-44.721608,167.950792,Southland,2026,2,9
Kea,14881,Nestor notabilis,-44.76567,168.004832,Southland,2026,2,3
Kea,14881,Nestor notabilis,-42.93929,171.561471,Canterbury,2026,2,4
Kea,14881,Nestor notabilis,-42.943269,171.536036,Canterbury,2026,2,4
Kea,14881,Nestor notabilis,-44.797481,167.777926,Southland,2026,2,3
Kea,14881,Nestor notabilis,-43.387306,170.181663,West Coast,2026,2,7
Kea,14881,Nestor notabilis,-43.386013,170.184325,West Coast,2026,2,5
Kea,14881,Nestor notabilis,-44.8012,168.021341,Southland,2026,2,5
Kea,14881,Nestor notabilis,-43.387225,170.182068,West Coast,2026,2,7
Kea,14881,Nestor notabilis,-44.768543,168.00295,Southland,2026,2,3
Kea,14881,Nestor notabilis,-42.896126,171.539215,Canterbury,2026,2,2
Kea,14881,Nestor notabilis,-42.939122,171.56143,Canterbury,2026,2,16
Kea,14881,Nestor notabilis,-42.902963,171.561362,West Coast,2026,2,10
Kea,14881,Nestor notabilis,-42.93922,171.561478,Canterbury,2026,2,16
Kea,14881,Nestor notabilis,-43.254586,171.78227,Canterbury,2026,2,14
Kea,14881,Nestor notabilis,-43.254623,171.782348,Canterbury,2026,2,14
Kea,14881,Nestor notabilis,-44.801072,168.021531,Southland,2026,2,12
Kea,14881,Nestor notabilis,-44.797087,167.777619,Southland,2026,2,3
Kea,14881,Nestor notabilis,-44.761202,167.972161,Southland,2026,2,10
Kea,14881,Nestor notabilis,-42.939273,171.561476,Canterbury,2026,2,14
Kea,14881,Nestor notabilis,-44.801304,168.020798,Southland,2026,2,22
Kea,14881,Nestor notabilis,-44.80113,168.021204,Southland,2026,2,19
Kea,14881,Nestor notabilis,-44.658951,167.939767,Southland,2026,2,12
Kea,14881,Nestor notabilis,-44.72142,167.951095,Southland,2026,2,19
Kea,14881,Nestor notabilis,-44.721154,167.951653,Southland,2026,2,9
Kea,14881,Nestor notabilis,-44.72143,167.950831,Southland,2026,2,19
Kea,14881,Nestor notabilis,-44.761983,167.973064,Southland,2026,2,18
Kea,14881,Nestor notabilis,-44.892849,168.083528,Southland,2026,2,22
Kea,14881,Nestor notabilis,-44.721377,167.950827,Southland,2026,2,19
Kea,14881,Nestor notabilis,-44.801212,168.021483,Southland,2026,2,19
Kea,14881,Nestor notabilis,-42.939194,171.561646,Canterbury,2026,2,17
Kea,14881,Nestor notabilis,-43.221672,170.163452,West Coast,2026,2,28
Kea,14881,Nestor notabilis,-44.721547,167.950883,Southland,2026,2,16
Kea,14881,Nestor notabilis,-44.801158,168.0215,Southland,2026,2,13
Kea,14881,Nestor notabilis,-43.38815,170.182103,West Coast,2026,2,26
Kea,14881,Nestor notabilis,-40.829368,172.802018,Nelson,2026,2,24
Kea,14881,Nestor notabilis,-44.477098,168.660055,Otago,2026,2,19
Kea,14881,Nestor notabilis,-42.899155,171.553665,Canterbury,2026,3,3
Kea,14881,Nestor notabilis,-42.887997,171.556293,West Coast,2025,1,4
Kea,14881,Nestor notabilis,-42.888163,171.556305,West Coast,2025,1,6
Kea,14881,Nestor notabilis,-42.939238,171.561478,Canterbury,2025,1,4
Kea,14881,Nestor notabilis,-45.97781,167.363616,Southland,2025,1,4
Kea,14881,Nestor notabilis,-42.941683,171.562684,Canterbury,2025,1,2
Kea,14881,Nestor notabilis,-42.888328,171.556687,West Coast,2025,1,4
Kea,14881,Nestor notabilis,-42.887753,171.556237,West Coast,2025,1,5
Kea,14881,Nestor notabilis,-44.450045,168.857157,Otago,2025,1,3
Kea,14881,Nestor notabilis,-44.76203,167.973113,Southland,2025,1,6
Kea,14881,Nestor notabilis,-43.367058,171.018128,Canterbury,2025,1,13
Kea,14881,Nestor notabilis,-45.385314,167.619329,Southland,2025,1,2
Kea,14881,Nestor notabilis,-42.888155,171.55638,West Coast,2025,1,14
Kea,14881,Nestor notabilis,-44.75988,167.96875,Southland,2025,1,13
Kea,14881,Nestor notabilis,-43.372428,171.021828,Canterbury,2025,1,14
Kea,14881,Nestor notabilis,-45.386128,167.59047,Southland,2025,1,14
Kea,14881,Nestor notabilis,-41.197499,172.715292,Nelson,2025,1,9
Kea,14881,Nestor notabilis,-42.939404,171.561508,Canterbury,2025,1,8
Kea,14881,Nestor notabilis,-44.766345,168.003559,Southland,2025,1,4
Kea,14881,Nestor notabilis,-45.885904,166.633552,Southland,2025,1,8
Kea,14881,Nestor notabilis,-44.905598,168.046897,Southland,2025,1,14
Kea,14881,Nestor notabilis,-45.386499,167.586865,Southland,2025,1,14
Kea,14881,Nestor notabilis,-43.373482,170.183658,West Coast,2025,1,17
Kea,14881,Nestor notabilis,-42.87411,171.564625,West Coast,2025,1,18
Kea,14881,Nestor notabilis,-42.940156,171.561982,Canterbury,2025,1,18
Kea,14881,Nestor notabilis,-44.735452,167.942119,Southland,2025,1,17
Kea,14881,Nestor notabilis,-42.788198,171.555121,West Coast,2025,1,3
Kea,14881,Nestor notabilis,-42.788198,171.555121,West Coast,2025,1,3
Kea,14881,Nestor notabilis,-42.872967,171.720126,West Coast,2025,1,18
Kea,14881,Nestor notabilis,-43.688805,170.103439,Canterbury,2025,1,20
Kea,14881,Nestor notabilis,-44.732236,167.943016,Southland,2025,1,17
Kea,14881,Nestor notabilis,-42.88813,171.55638,West Coast,2025,1,21
Kea,14881,Nestor notabilis,-43.496899,170.007671,West Coast,2025,1,7
Kea,14881,Nestor notabilis,-44.310008,168.877853,Otago,2025,1,8
Kea,14881,Nestor notabilis,-41.876692,171.629065,West Coast,2025,1,20
Kea,14881,Nestor notabilis,-44.80124,168.02177,Southland,2025,1,2
Kea,14881,Nestor notabilis,-43.027455,171.631284,Canterbury,2025,1,24
Kea,14881,Nestor notabilis,-42.939194,171.561455,Canterbury,2025,1,25
Kea,14881,Nestor notabilis,-42.888104,171.556484,West Coast,2025,1,25
Kea,14881,Nestor notabilis,-42.887743,171.556194,West Coast,2025,1,25
Kea,14881,Nestor notabilis,-44.477726,168.728578,Otago,2025,1,9
Kea,14881,Nestor notabilis,-44.477726,168.728578,Otago,2025,1,9
Kea,14881,Nestor notabilis,-43.3875,170.182866,West Coast,2025,1,21
Kea,14881,Nestor notabilis,-43.691097,170.078628,Canterbury,2025,1,25
Kea,14881,Nestor notabilis,-42.888168,171.556607,West Coast,2025,1,3
Kea,14881,Nestor notabilis,-42.888168,171.556147,West Coast,2025,1,19
Kea,14881,Nestor notabilis,-44.741582,168.012239,Southland,2025,1,16
Kea,14881,Nestor notabilis,-44.763127,167.970289,Southland,2025,1,16
Kea,14881,Nestor notabilis,-43.715787,170.070222,Canterbury,2025,1,23
Kea,14881,Nestor notabilis,-43.714512,170.0645,Canterbury,2025,1,23
Kea,14881,Nestor notabilis,-44.741021,168.012245,Southland,2025,1,24
Kea,14881,Nestor notabilis,-44.763083,167.96982,Southland,2025,1,16
Kea,14881,Nestor notabilis,-44.741582,168.012239,Southland,2025,1,16
Kea,14881,Nestor notabilis,-43.690124,170.101642,Canterbury,2025,1,30
Kea,14881,Nestor notabilis,-44.802181,167.765839,Southland,2025,1,29
Kea,14881,Nestor notabilis,-44.783911,168.015124,Southland,2025,1,3
Kea,14881,Nestor notabilis,-44.517758,168.266188,Southland,2025,1,31
Kea,14881,Nestor notabilis,-42.917223,171.559135,Canterbury,2025,1,29
Kea,14881,Nestor notabilis,-43.720799,170.064875,Canterbury,2025,1,8
Kea,14881,Nestor notabilis,-42.936339,171.725107,Canterbury,2025,1,20
Kea,14881,Nestor notabilis,-44.75828,168.166183,Southland,2025,1,26
Kea,14881,Nestor notabilis,-45.431869,167.735475,Southland,2025,1,18
Kea,14881,Nestor notabilis,-42.943078,171.53612,Canterbury,2025,1,19
Kea,14881,Nestor notabilis,-44.761334,167.971508,Southland,2025,1,2
Kea,14881,Nestor notabilis,-43.666409,169.864012,West Coast,2025,1,4
Kea,14881,Nestor notabilis,-45.382913,167.536294,Southland,2025,1,16
Kea,14881,Nestor notabilis,-45.02218,168.740428,Otago,2025,1,14
Kea,14881,Nestor notabilis,-44.7985,168.021868,Southland,2025,1,7
Kea,14881,Nestor notabilis,-42.888172,171.556442,West Coast,2025,1,17
Kea,14881,Nestor notabilis,-42.758605,171.393763,West Coast,2025,1,9
Kea,14881,Nestor notabilis,-44.809147,168.105256,Southland,2025,1,13
Kea,14881,Nestor notabilis,-45.384448,167.618986,Southland,2025,1,10
Kea,14881,Nestor notabilis,-42.941387,171.562805,Canterbury,2025,2,3
Kea,14881,Nestor notabilis,-44.477287,168.660125,Otago,2025,2,4
Kea,14881,Nestor notabilis,-43.388661,170.183344,West Coast,2025,2,8
Kea,14881,Nestor notabilis,-44.761597,167.972397,Southland,2025,2,5
Kea,14881,Nestor notabilis,-45.38535,167.619355,Southland,2025,2,6
Kea,14881,Nestor notabilis,-44.806733,167.740922,Southland,2025,2,6
Kea,14881,Nestor notabilis,-44.801288,168.021408,Southland,2025,2,5
Kea,14881,Nestor notabilis,-44.229552,169.027883,Otago,2025,2,6
Kea,14881,Nestor notabilis,-44.721585,167.950994,Southland,2025,2,12
Kea,14881,Nestor notabilis,-44.778699,168.010454,Southland,2025,2,11
Kea,14881,Nestor notabilis,-44.762594,167.972362,Southland,2025,2,12
Kea,14881,Nestor notabilis,-42.831149,171.561389,West Coast,2025,2,17
Kea,14881,Nestor notabilis,-45.385209,167.619044,Southland,2025,2,11
Kea,14881,Nestor notabilis,-42.888168,171.556147,West Coast,2025,2,17
Kea,14881,Nestor notabilis,-45.38613,167.59047,Southland,2025,2,11
Kea,14881,Nestor notabilis,-41.260501,172.862809,Nelson,2025,2,19
Kea,14881,Nestor notabilis,-42.939164,171.561462,Canterbury,2025,2,20
Kea,14881,Nestor notabilis,-40.857735,172.818448,Nelson,2025,2,21
Kea,14881,Nestor notabilis,-42.939224,171.561451,Canterbury,2025,2,20
Kea,14881,Nestor notabilis,-43.028466,171.631284,Canterbury,2025,2,21
Kea,14881,Nestor notabilis,-44.764902,167.992071,Southland,2025,2,20
Kea,14881,Nestor notabilis,-43.746922,170.097242,Canterbury,2025,2,24
Kea,14881,Nestor notabilis,-41.197633,172.715622,Nelson,2025,2,26
Kea,14881,Nestor notabilis,-44.7323,168.190522,Otago,2025,2,26
Kea,14881,Nestor notabilis,-43.573633,169.807252,West Coast,2025,2,16
Kea,14881,Nestor notabilis,-45.388203,167.574731,Southland,2025,2,19
Kea,14881,Nestor notabilis,-42.888238,171.556355,West Coast,2025,2,23
Kea,14881,Nestor notabilis,-42.933342,171.562442,Canterbury,2025,2,26
Kea,14881,Nestor notabilis,-43.715652,170.069809,Canterbury,2025,2,28
Kea,14881,Nestor notabilis,-43.688919,170.103561,Canterbury,2025,2,27
Kea,14881,Nestor notabilis,-44.763045,167.973435,Southland,2025,2,28
Kea,14881,Nestor notabilis,-44.42832,168.693623,Otago,2025,2,12
Kea,14881,Nestor notabilis,-43.623908,170.789848,Canterbury,2025,2,28
Kea,14881,Nestor notabilis,-42.940997,171.562758,Canterbury,2025,2,22
Kea,14881,Nestor notabilis,-44.793873,167.782745,Southland,2025,2,17
Kea,14881,Nestor notabilis,-44.741734,168.01513,Southland,2025,2,25
Kea,14881,Nestor notabilis,-43.808357,170.190327,Canterbury,2025,2,21
Kea,14881,Nestor notabilis,-42.939434,171.561682,Canterbury,2025,2,24
Kea,14881,Nestor notabilis,-42.93928,171.561538,Canterbury,2025,2,25
Kea,14881,Nestor notabilis,-45.099033,167.96219,Southland,2025,2,13
Kea,14881,Nestor notabilis,-43.623908,170.789848,Canterbury,2025,2,25
Kea,14881,Nestor notabilis,-44.759188,168.171463,Southland,2025,2,22
Kea,14881,Nestor notabilis,-42.939133,171.56157,Canterbury,2025,2,4
Kea,14881,Nestor notabilis,-42.939183,171.561522,Canterbury,2025,2,4
Kea,14881,Nestor notabilis,-43.021868,171.601837,Canterbury,2025,2,16
Kea,14881,Nestor notabilis,-44.802708,167.756212,Southland,2025,2,5
Kea,14881,Nestor notabilis,-44.763035,167.988785,Southland,2025,2,27
Kea,14881,Nestor notabilis,-42.939089,171.561312,Canterbury,2025,3,2
Kea,14881,Nestor notabilis,-42.942113,171.537299,Canterbury,2025,3,15
Kea,14881,Nestor notabilis,-44.798487,168.158264,Southland,2025,3,13
Kea,14881,Nestor notabilis,-42.786274,171.547607,West Coast,2025,3,14
Kea,14881,Nestor notabilis,-42.944372,171.543687,Canterbury,2025,3,22
Kea,14881,Nestor notabilis,-42.942217,171.534412,Canterbury,2025,3,29
Kea,14881,Nestor notabilis,-42.888083,171.556383,West Coast,2025,3,26
Kea,14881,Nestor notabilis,-43.710199,170.083551,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-42.888307,171.557062,West Coast,2025,3,22
Kea,14881,Nestor notabilis,-42.945033,171.545913,Canterbury,2025,3,13
Kea,14881,Nestor notabilis,-43.720862,170.06403,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.688788,170.104156,Canterbury,2025,3,19
Kea,14881,Nestor notabilis,-43.623938,170.789933,Canterbury,2025,3,16
Kea,14881,Nestor notabilis,-43.017038,171.595405,Canterbury,2025,3,4
Kea,14881,Nestor notabilis,-44.762945,167.973017,Southland,2025,3,31
Kea,14881,Nestor notabilis,-42.94307,171.536113,Canterbury,2025,3,29
Kea,14881,Nestor notabilis,-44.809143,167.773627,Southland,2025,3,12
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-43.721627,170.064063,Canterbury,2025,3,8
Kea,14881,Nestor notabilis,-42.940559,171.536119,Canterbury,2025,3,26
Kea,14881,Nestor notabilis,-42.942692,171.536816,Canterbury,2025,3,26
Kea,14881,Nestor notabilis,-44.764791,167.987804,Southland,2025,3,6
Kea,14881,Nestor notabilis,-44.791658,168.081682,Southland,2025,3,6
Kea,14881,Nestor notabilis,-44.758254,167.963505,Southland,2025,3,6
Kea,14881,Nestor notabilis,-43.713084,170.07352,Canterbury,2025,4,16
Kea,14881,Nestor notabilis,-43.387839,170.1822,West Coast,2025,4,10
Kea,14881,Nestor notabilis,-43.116124,171.70785,Canterbury,2025,4,6
Kea,14881,Nestor notabilis,-44.76298,167.972837,Southland,2025,4,25
Kea,14881,Nestor notabilis,-42.888137,171.556447,West Coast,2025,4,25
Kea,14881,Nestor notabilis,-44.476342,168.624497,Otago,2025,4,21
Kea,14881,Nestor notabilis,-44.721638,167.950822,Southland,2025,4,23
Kea,14881,Nestor notabilis,-43.623887,170.789917,Canterbury,2025,4,25
Kea,14881,Nestor notabilis,-43.19507,170.653361,West Coast,2025,4,27
Kea,14881,Nestor notabilis,-44.67203,167.926562,Southland,2025,4,27
Kea,14881,Nestor notabilis,-44.721644,167.950888,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721473,167.950955,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721542,167.950938,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.671374,167.929071,Southland,2025,4,18
Kea,14881,Nestor notabilis,-44.721661,167.950901,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721342,167.950916,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721495,167.950921,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721616,167.950984,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.72157,167.950894,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721362,167.95103,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721494,167.950757,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721575,167.950979,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721369,167.951006,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721328,167.950954,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721637,167.950934,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.721319,167.950959,Southland,2025,4,23
Kea,14881,Nestor notabilis,-44.672231,167.927512,Southland,2025,4,18
Kiwi,2999,Apteryx mantelli,-39.454018,174.410614,Taranaki,2026,1,3
Kiwi,2999,Apteryx mantelli,-35.621006,174.127358,Northland,2026,1,1
Kiwi,2999,Apteryx mantelli,-35.620313,174.127105,Northland,2026,1,2
Kiwi,2999,Apteryx mantelli,-39.101764,174.520753,Taranaki,2026,1,27
Kiwi,2999,Apteryx mantelli,-39.305841,174.114974,Taranaki,2026,1,29
Kiwi,2999,Apteryx mantelli,-39.149188,173.985484,Taranaki,2026,2,4
Kiwi,2999,Apteryx mantelli,-36.36034,174.836107,Auckland,2026,2,16
Kiwi,2999,Apteryx mantelli,-36.370882,174.846898,Auckland,2026,2,5
Kiwi,2999,Apteryx mantelli,-39.454051,174.413844,Taranaki,2026,2,19
Kiwi,2999,Apteryx mantelli,-36.372545,174.838897,Auckland,2025,1,2
Kiwi,2999,Apteryx mantelli,-39.452979,174.41029,Taranaki,2025,1,13
Kiwi,2999,Apteryx mantelli,-36.369787,174.819392,Auckland,2025,1,22
Kiwi,2999,Apteryx mantelli,-39.664512,177.033368,Hawke's Bay,2025,1,1
Kiwi,2999,Apteryx mantelli,-36.371597,174.821174,Auckland,2025,1,22
Kiwi,2999,Apteryx mantelli,-36.291779,174.940206,Auckland,2025,2,8
Kiwi,2999,Apteryx mantelli,-39.331731,175.501914,Manawatu-Wanganui,2025,2,16
Kiwi,2999,Apteryx mantelli,-36.152344,174.641586,Auckland,2025,2,22
Kiwi,2999,Apteryx mantelli,-36.151917,174.641114,Auckland,2025,2,23
Kiwi,2999,Apteryx mantelli,-36.369422,174.819534,Auckland,2025,2,11
Kiwi,2999,Apteryx mantelli,-35.280547,174.149461,Northland,2025,2,7
Kiwi,2999,Apteryx mantelli,-41.328435,174.997181,Wellington,2025,2,19
Kiwi,2999,Apteryx mantelli,-36.36803,174.829575,Auckland,2025,2,27
Kiwi,2999,Apteryx mantelli,-35.303554,174.111654,Northland,2025,3,19
Kiwi,2999,Apteryx mantelli,-36.507363,174.791182,Auckland,2025,3,19
Kiwi,2999,Apteryx mantelli,-36.503987,174.790901,Auckland,2025,3,18
Kiwi,2999,Apteryx mantelli,-36.506904,174.791553,Auckland,2025,3,19
Kiwi,2999,Apteryx mantelli,-36.503235,174.792964,Auckland,2025,3,19
Kiwi,2999,Apteryx mantelli,-35.816875,174.518403,Northland,2025,3,31
Kiwi,2999,Apteryx mantelli,-38.05399,175.562056,Waikato,2025,4,3
Kiwi,2999,Apteryx mantelli,-36.505471,174.792904,Auckland,2025,4,22
Kiwi,2999,Apteryx mantelli,-36.505223,174.792284,Auckland,2025,4,24
Kiwi,2999,Apteryx mantelli,-38.86129,176.89634,Hawke's Bay,2025,4,26
Kiwi,2999,Apteryx mantelli,-38.902528,176.862025,Hawke's Bay,2025,4,23
Kiwi,2999,Apteryx mantelli,-38.904911,176.842047,Hawke's Bay,2025,4,23
Kiwi,2999,Apteryx mantelli,-36.369786,174.844547,Auckland,2025,4,19
Kiwi,2999,Apteryx mantelli,-36.650491,175.470867,Waikato,2025,5,3
Kiwi,2999,Apteryx mantelli,-35.246392,173.994334,Northland,2025,5,11
Kiwi,2999,Apteryx mantelli,-36.631682,175.462463,Waikato,2025,5,5
Kiwi,2999,Apteryx mantelli,-38.084098,176.287802,Bay of Plenty,2025,5,26
Kiwi,2999,Apteryx mantelli,-39.2082,174.96922,Manawatu-Wanganui,2025,5,19
Kiwi,2999,Apteryx mantelli,-38.0057,175.575653,Waikato,2025,5,25
Kiwi,2999,Apteryx mantelli,-36.651304,175.46634,Waikato,2025,5,30
Kiwi,2999,Apteryx mantelli,-36.371695,174.819724,Auckland,2025,6,2
Kiwi,2999,Apteryx mantelli,-39.170586,174.061919,Taranaki,2025,7,7
Kiwi,2999,Apteryx mantelli,-35.177281,174.14614,Northland,2025,7,19
Kiwi,2999,Apteryx mantelli,-36.368661,174.856522,Auckland,2025,7,26
Kiwi,2999,Apteryx mantelli,-39.202942,174.535872,Taranaki,2025,7,26
Kiwi,2999,Apteryx mantelli,-41.277686,174.974406,Wellington,2025,7,14
Kiwi,2999,Apteryx mantelli,-35.172369,173.903977,Northland,2025,7,18
Kiwi,2999,Apteryx mantelli,-36.371058,174.852683,Auckland,2025,7,12
Kiwi,2999,Apteryx mantelli,-36.371058,174.852683,Auckland,2025,7,12
Kiwi,2999,Apteryx mantelli,-36.371058,174.852683,Auckland,2025,7,12
Kiwi,2999,Apteryx mantelli,-35.947749,174.303358,Northland,2025,8,2
